graph, size, connectivity, algorithm, repetition, failures, stretch, load, hops, success, cc_size,routing_time, precomputation_time
#Sat Mar  1 17:33:25 2025
17, 21, 1, Outerplanar, 4, 3, 9, 0, 10, 0.473684, 10, 0.000321, 0.006035
17, 21, 1, EdgeDisjointPaths, 4, 3, 0, 0, 4, 0.473684, 10, 0.000318, 0.000000
17, 21, 1, Outerplanar, 5, 3, 9, 0, 10, 0.473684, 10, 0.000621, 0.006154
17, 21, 1, EdgeDisjointPaths, 5, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 6, 3, 7, 0, 8, 0.473684, 10, 0.000315, 0.009547
17, 21, 1, EdgeDisjointPaths, 6, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 7, 3, 9, 0, 10, 0.473684, 10, 0.000826, 0.000000
17, 21, 1, EdgeDisjointPaths, 7, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 8, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.015713
17, 21, 1, EdgeDisjointPaths, 8, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 9, 3, 9, 0, 10, 0.473684, 10, 0.000322, 0.016084
17, 21, 1, EdgeDisjointPaths, 9, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 10, 3, 8, 0, 9, 0.421053, 10, 0.000367, 0.009916
17, 21, 1, EdgeDisjointPaths, 10, 3, 0, 0, 5, 0.421053, 10, 0.000461, 0.000000
17, 21, 1, Outerplanar, 11, 3, 9, 0, 10, 0.473684, 10, 0.000828, 0.000000
17, 21, 1, EdgeDisjointPaths, 11, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 12, 3, 9, 0, 10, 0.473684, 10, 0.000827, 0.000000
17, 21, 1, EdgeDisjointPaths, 12, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 13, 3, inf, inf, inf, 0.000000, 1, 0.000834, 0.000000
17, 21, 1, EdgeDisjointPaths, 13, 3, inf, inf, inf, 0.000000, 1, 0.000000, 0.000000
17, 21, 1, Outerplanar, 14, 3, 4, 0, 6, 0.473684, 10, 0.000828, 0.000000
17, 21, 1, EdgeDisjointPaths, 14, 3, 0, 0, 6, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 15, 3, 6, 0, 7, 0.473684, 10, 0.000500, 0.031930
17, 21, 1, EdgeDisjointPaths, 15, 3, 0, 0, 5, 0.473684, 10, 0.000107, 0.000000
17, 21, 1, Outerplanar, 16, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.004119
17, 21, 1, EdgeDisjointPaths, 16, 3, 0, 0, 4, 0.473684, 10, 0.000715, 0.000000
17, 21, 1, Outerplanar, 17, 3, 10, 0, 11, 0.473684, 10, 0.000835, 0.000000
17, 21, 1, EdgeDisjointPaths, 17, 3, 0, 0, 6, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 18, 3, 12, 0, 13, 0.473684, 10, 0.000825, 0.000000
17, 21, 1, EdgeDisjointPaths, 18, 3, 0, 0, 7, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 19, 3, 14, 0, 15, 0.473684, 10, 0.000862, 0.000000
17, 21, 1, EdgeDisjointPaths, 19, 3, 4, 0, 10, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 20, 3, 16, 0, 17, 0.473684, 10, 0.000816, 0.000000
17, 21, 1, EdgeDisjointPaths, 20, 3, 6, 0, 12, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 21, 3, 2, 0, 7, 0.421053, 10, 0.000844, 0.000000
17, 21, 1, EdgeDisjointPaths, 21, 3, 0, 0, 7, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 22, 3, 7, 0, 9, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, EdgeDisjointPaths, 22, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 23, 3, 0, 0, 9, 0.421053, 10, 0.000000, 0.016033
17, 21, 1, EdgeDisjointPaths, 23, 3, 4, 0, 11, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 24, 3, 0, 0, 8, 0.421053, 10, 0.000000, 0.015849
17, 21, 1, EdgeDisjointPaths, 24, 3, 2, 0, 9, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 25, 3, 9, 0, 10, 0.473684, 10, 0.000268, 0.015719
17, 21, 1, EdgeDisjointPaths, 25, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 26, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.010753
17, 21, 1, EdgeDisjointPaths, 26, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 27, 3, 7, 0, 8, 0.473684, 10, 0.000000, 0.016103
17, 21, 1, EdgeDisjointPaths, 27, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 28, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, EdgeDisjointPaths, 28, 3, 0, 0, 4, 0.473684, 10, 0.000846, 0.000000
17, 21, 1, Outerplanar, 29, 3, 9, 0, 10, 0.473684, 10, 0.000825, 0.000000
17, 21, 1, EdgeDisjointPaths, 29, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 30, 3, 9, 0, 10, 0.473684, 10, 0.000830, 0.000000
17, 21, 1, EdgeDisjointPaths, 30, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 31, 3, 8, 0, 9, 0.421053, 10, 0.000334, 0.009398
17, 21, 1, EdgeDisjointPaths, 31, 3, 0, 0, 5, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 32, 3, 9, 0, 10, 0.473684, 10, 0.000832, 0.000000
17, 21, 1, EdgeDisjointPaths, 32, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 33, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.016074
17, 21, 1, EdgeDisjointPaths, 33, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 34, 3, inf, inf, inf, 0.000000, 1, 0.000000, 0.015663
17, 21, 1, EdgeDisjointPaths, 34, 3, inf, inf, inf, 0.000000, 1, 0.000000, 0.000000
17, 21, 1, Outerplanar, 35, 3, 4, 0, 6, 0.473684, 10, 0.000829, 0.000000
17, 21, 1, EdgeDisjointPaths, 35, 3, 0, 0, 6, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 36, 3, 6, 0, 7, 0.473684, 10, 0.000823, 0.000000
17, 21, 1, EdgeDisjointPaths, 36, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 37, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.015028
17, 21, 1, EdgeDisjointPaths, 37, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 38, 3, 10, 0, 11, 0.473684, 10, 0.000000, 0.015920
17, 21, 1, EdgeDisjointPaths, 38, 3, 0, 0, 6, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 39, 3, 12, 0, 13, 0.473684, 10, 0.000000, 0.016079
17, 21, 1, EdgeDisjointPaths, 39, 3, 0, 0, 7, 0.473684, 10, 0.000941, 0.000000
17, 21, 1, Outerplanar, 40, 3, 14, 0, 15, 0.473684, 10, 0.000000, 0.004776
17, 21, 1, EdgeDisjointPaths, 40, 3, 4, 0, 10, 0.473684, 10, 0.000835, 0.000000
17, 21, 1, Outerplanar, 41, 3, 16, 0, 17, 0.473684, 10, 0.000828, 0.000000
17, 21, 1, EdgeDisjointPaths, 41, 3, 6, 0, 12, 0.473684, 10, 0.000191, 0.000000
17, 21, 1, Outerplanar, 42, 3, 2, 0, 7, 0.421053, 10, 0.000646, 0.000000
17, 21, 1, EdgeDisjointPaths, 42, 3, 0, 0, 7, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 43, 3, 7, 0, 9, 0.473684, 10, 0.000830, 0.000000
17, 21, 1, EdgeDisjointPaths, 43, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 44, 3, 0, 0, 9, 0.421053, 10, 0.000834, 0.000000
17, 21, 1, EdgeDisjointPaths, 44, 3, 4, 0, 11, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 45, 3, 0, 0, 8, 0.421053, 10, 0.000000, 0.015712
17, 21, 1, EdgeDisjointPaths, 45, 3, 2, 0, 9, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 46, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.015744
17, 21, 1, EdgeDisjointPaths, 46, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 47, 3, 9, 0, 10, 0.473684, 10, 0.000463, 0.000000
17, 21, 1, EdgeDisjointPaths, 47, 3, 0, 0, 4, 0.473684, 10, 0.000375, 0.000000
17, 21, 1, Outerplanar, 48, 3, 7, 0, 8, 0.473684, 10, 0.000842, 0.000000
17, 21, 1, EdgeDisjointPaths, 48, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 49, 3, 9, 0, 10, 0.473684, 10, 0.000828, 0.000000
17, 21, 1, EdgeDisjointPaths, 49, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 50, 3, 9, 0, 10, 0.473684, 10, 0.000837, 0.000000
17, 21, 1, EdgeDisjointPaths, 50, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 51, 3, 9, 0, 10, 0.473684, 10, 0.000825, 0.000000
17, 21, 1, EdgeDisjointPaths, 51, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 52, 3, 8, 0, 9, 0.421053, 10, 0.000000, 0.015799
17, 21, 1, EdgeDisjointPaths, 52, 3, 0, 0, 5, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 53, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.015838
17, 21, 1, EdgeDisjointPaths, 53, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 54, 3, 9, 0, 10, 0.473684, 10, 0.000376, 0.019038
17, 21, 1, EdgeDisjointPaths, 54, 3, 0, 0, 4, 0.473684, 10, 0.000053, 0.000000
17, 21, 1, Outerplanar, 55, 3, inf, inf, inf, 0.000000, 1, 0.000000, 0.002509
17, 21, 1, EdgeDisjointPaths, 55, 3, inf, inf, inf, 0.000000, 1, 0.000000, 0.000000
17, 21, 1, Outerplanar, 56, 3, 4, 0, 6, 0.473684, 10, 0.000823, 0.000000
17, 21, 1, EdgeDisjointPaths, 56, 3, 0, 0, 6, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 57, 3, 6, 0, 7, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, EdgeDisjointPaths, 57, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 58, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.015684
17, 21, 1, EdgeDisjointPaths, 58, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 59, 3, 10, 0, 11, 0.473684, 10, 0.000000, 0.018808
17, 21, 1, EdgeDisjointPaths, 59, 3, 0, 0, 6, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 60, 3, 12, 0, 13, 0.473684, 10, 0.000000, 0.012581
17, 21, 1, EdgeDisjointPaths, 60, 3, 0, 0, 7, 0.473684, 10, 0.000846, 0.000000
17, 21, 1, Outerplanar, 61, 3, 14, 0, 15, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, EdgeDisjointPaths, 61, 3, 4, 0, 10, 0.473684, 10, 0.000844, 0.000000
17, 21, 1, Outerplanar, 62, 3, 16, 0, 17, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, EdgeDisjointPaths, 62, 3, 6, 0, 12, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 63, 3, 2, 0, 7, 0.421053, 10, 0.000848, 0.000000
17, 21, 1, EdgeDisjointPaths, 63, 3, 0, 0, 7, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 64, 3, 7, 0, 9, 0.473684, 10, 0.000825, 0.000000
17, 21, 1, EdgeDisjointPaths, 64, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 65, 3, 0, 0, 9, 0.421053, 10, 0.000427, 0.007560
17, 21, 1, EdgeDisjointPaths, 65, 3, 4, 0, 11, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 66, 3, 0, 0, 8, 0.421053, 10, 0.000836, 0.000000
17, 21, 1, EdgeDisjointPaths, 66, 3, 2, 0, 9, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 67, 3, 9, 0, 10, 0.473684, 10, 0.000835, 0.000000
17, 21, 1, EdgeDisjointPaths, 67, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 68, 3, 9, 0, 10, 0.473684, 10, 0.000832, 0.000000
17, 21, 1, EdgeDisjointPaths, 68, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 69, 3, 7, 0, 8, 0.473684, 10, 0.000824, 0.000000
17, 21, 1, EdgeDisjointPaths, 69, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 70, 3, 9, 0, 10, 0.473684, 10, 0.000391, 0.000000
17, 21, 1, EdgeDisjointPaths, 70, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 71, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.008344
17, 21, 1, EdgeDisjointPaths, 71, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 72, 3, 9, 0, 10, 0.473684, 10, 0.000231, 0.015766
17, 21, 1, EdgeDisjointPaths, 72, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 73, 3, 8, 0, 9, 0.421053, 10, 0.000000, 0.011622
17, 21, 1, EdgeDisjointPaths, 73, 3, 0, 0, 5, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 74, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.016078
17, 21, 1, EdgeDisjointPaths, 74, 3, 0, 0, 4, 0.473684, 10, 0.000845, 0.000000
17, 21, 1, Outerplanar, 75, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, EdgeDisjointPaths, 75, 3, 0, 0, 4, 0.473684, 10, 0.000829, 0.000000
17, 21, 1, Outerplanar, 76, 3, inf, inf, inf, 0.000000, 1, 0.000000, 0.000000
17, 21, 1, EdgeDisjointPaths, 76, 3, inf, inf, inf, 0.000000, 1, 0.000000, 0.000000
17, 21, 1, Outerplanar, 77, 3, 4, 0, 6, 0.473684, 10, 0.000079, 0.000000
17, 21, 1, EdgeDisjointPaths, 77, 3, 0, 0, 6, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 78, 3, 6, 0, 7, 0.473684, 10, 0.000375, 0.015593
17, 21, 1, EdgeDisjointPaths, 78, 3, 0, 0, 5, 0.473684, 10, 0.000053, 0.000000
17, 21, 1, Outerplanar, 79, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.004073
17, 21, 1, EdgeDisjointPaths, 79, 3, 0, 0, 4, 0.473684, 10, 0.000846, 0.000000
17, 21, 1, Outerplanar, 80, 3, 10, 0, 11, 0.473684, 10, 0.000841, 0.000000
17, 21, 1, EdgeDisjointPaths, 80, 3, 0, 0, 6, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 81, 3, 12, 0, 13, 0.473684, 10, 0.000840, 0.000000
17, 21, 1, EdgeDisjointPaths, 81, 3, 0, 0, 7, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 82, 3, 14, 0, 15, 0.473684, 10, 0.001157, 0.000000
17, 21, 1, EdgeDisjointPaths, 82, 3, 4, 0, 10, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 83, 3, 16, 0, 17, 0.473684, 10, 0.000000, 0.009697
17, 21, 1, EdgeDisjointPaths, 83, 3, 6, 0, 12, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 84, 3, 2, 0, 7, 0.421053, 10, 0.000000, 0.016111
17, 21, 1, EdgeDisjointPaths, 84, 3, 0, 0, 7, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 85, 3, 7, 0, 9, 0.473684, 10, 0.000000, 0.015849
17, 21, 1, EdgeDisjointPaths, 85, 3, 0, 0, 5, 0.473684, 10, 0.000843, 0.000000
17, 21, 1, Outerplanar, 86, 3, 0, 0, 9, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, EdgeDisjointPaths, 86, 3, 4, 0, 11, 0.421053, 10, 0.000829, 0.000000
17, 21, 1, Outerplanar, 87, 3, 0, 0, 8, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, EdgeDisjointPaths, 87, 3, 2, 0, 9, 0.421053, 10, 0.000844, 0.000000
17, 21, 1, Outerplanar, 88, 3, 9, 0, 10, 0.473684, 10, 0.000843, 0.000000
17, 21, 1, EdgeDisjointPaths, 88, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 89, 3, 9, 0, 10, 0.473684, 10, 0.000826, 0.000000
17, 21, 1, EdgeDisjointPaths, 89, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 90, 3, 7, 0, 8, 0.473684, 10, 0.000841, 0.000000
17, 21, 1, EdgeDisjointPaths, 90, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 91, 3, 9, 0, 10, 0.473684, 10, 0.000831, 0.000000
17, 21, 1, EdgeDisjointPaths, 91, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 92, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.015711
17, 21, 1, EdgeDisjointPaths, 92, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 93, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.015787
17, 21, 1, EdgeDisjointPaths, 93, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 94, 3, 8, 0, 9, 0.421053, 10, 0.000000, 0.015783
17, 21, 1, EdgeDisjointPaths, 94, 3, 0, 0, 5, 0.421053, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 95, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.015962
17, 21, 1, EdgeDisjointPaths, 95, 3, 0, 0, 4, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 96, 3, 9, 0, 10, 0.473684, 10, 0.000000, 0.015635
17, 21, 1, EdgeDisjointPaths, 96, 3, 0, 0, 4, 0.473684, 10, 0.000826, 0.000000
17, 21, 1, Outerplanar, 97, 3, inf, inf, inf, 0.000000, 1, 0.000000, 0.000000
17, 21, 1, EdgeDisjointPaths, 97, 3, inf, inf, inf, 0.000000, 1, 0.000000, 0.000000
17, 21, 1, Outerplanar, 98, 3, 4, 0, 6, 0.473684, 10, 0.000837, 0.000000
17, 21, 1, EdgeDisjointPaths, 98, 3, 0, 0, 6, 0.473684, 10, 0.000000, 0.000000
17, 21, 1, Outerplanar, 99, 3, 6, 0, 7, 0.473684, 10, 0.000000, 0.015939
17, 21, 1, EdgeDisjointPaths, 99, 3, 0, 0, 5, 0.473684, 10, 0.000000, 0.000000
18, 25, 2, Outerplanar, 0, 6, 26, 0, 28, 1.000000, 25, 0.000797, 0.058271
18, 25, 2, EdgeDisjointPaths, 0, 6, 4, 0, 6, 1.000000, 25, 0.000783, 0.000000
18, 25, 2, Outerplanar, 1, 6, 31, 0, 32, 1.000000, 25, 0.000798, 0.057936
18, 25, 2, EdgeDisjointPaths, 1, 6, 4, 0, 8, 0.950000, 25, 0.000794, 0.000000
18, 25, 2, Outerplanar, 2, 6, 16, 0, 17, 1.000000, 25, 0.000805, 0.047469
18, 25, 2, EdgeDisjointPaths, 2, 6, 2, 0, 5, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 3, 6, 31, 0, 32, 1.000000, 25, 0.001483, 0.050079
18, 25, 2, EdgeDisjointPaths, 3, 6, 3, 0, 5, 1.000000, 25, 0.000793, 0.000000
18, 25, 2, Outerplanar, 4, 6, 31, 0, 32, 1.000000, 25, 0.000806, 0.047336
18, 25, 2, EdgeDisjointPaths, 4, 6, 5, 0, 9, 1.000000, 25, 0.000799, 0.000000
18, 25, 2, Outerplanar, 5, 6, 24, 0, 25, 1.000000, 25, 0.001511, 0.049345
18, 25, 2, EdgeDisjointPaths, 5, 6, 4, 0, 7, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 6, 6, 27, 0, 30, 1.000000, 25, 0.000433, 0.065838
18, 25, 2, EdgeDisjointPaths, 6, 6, 7, 0, 11, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 7, 6, 29, 0, 31, 1.000000, 25, 0.001598, 0.047710
18, 25, 2, EdgeDisjointPaths, 7, 6, 5, 0, 8, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 8, 6, 31, 0, 32, 1.000000, 25, 0.001595, 0.047078
18, 25, 2, EdgeDisjointPaths, 8, 6, 3, 0, 5, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 9, 6, 31, 0, 32, 1.000000, 25, 0.000783, 0.064250
18, 25, 2, EdgeDisjointPaths, 9, 6, 3, 0, 6, 1.000000, 25, 0.000791, 0.000000
18, 25, 2, Outerplanar, 10, 6, 31, 0, 32, 1.000000, 25, 0.000797, 0.047359
18, 25, 2, EdgeDisjointPaths, 10, 6, 11, 0, 14, 0.950000, 25, 0.000795, 0.000000
18, 25, 2, Outerplanar, 11, 6, 25, 0, 28, 1.000000, 25, 0.001594, 0.047489
18, 25, 2, EdgeDisjointPaths, 11, 6, 7, 0, 11, 0.950000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 12, 6, 26, 0, 29, 1.000000, 25, 0.001021, 0.047867
18, 25, 2, EdgeDisjointPaths, 12, 6, 8, 0, 12, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 13, 6, 29, 0, 31, 1.000000, 25, 0.001587, 0.063436
18, 25, 2, EdgeDisjointPaths, 13, 6, 1, 0, 4, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 14, 6, 24, 0, 26, 1.000000, 25, 0.001062, 0.061651
18, 25, 2, EdgeDisjointPaths, 14, 6, 8, 0, 12, 0.950000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 15, 6, 31, 0, 32, 1.000000, 25, 0.000784, 0.047697
18, 25, 2, EdgeDisjointPaths, 15, 6, 9, 0, 12, 0.900000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 16, 6, 29, 0, 31, 1.000000, 25, 0.000805, 0.047879
18, 25, 2, EdgeDisjointPaths, 16, 6, 3, 0, 6, 1.000000, 25, 0.000799, 0.000000
18, 25, 2, Outerplanar, 17, 6, 29, 0, 30, 1.000000, 25, 0.000785, 0.047810
18, 25, 2, EdgeDisjointPaths, 17, 6, 3, 0, 5, 0.950000, 25, 0.000800, 0.000000
18, 25, 2, Outerplanar, 18, 6, 31, 0, 32, 1.000000, 25, 0.000583, 0.051410
18, 25, 2, EdgeDisjointPaths, 18, 6, 3, 0, 6, 1.000000, 25, 0.000789, 0.000000
18, 25, 2, Outerplanar, 19, 6, 31, 0, 32, 1.000000, 25, 0.001597, 0.047953
18, 25, 2, EdgeDisjointPaths, 19, 6, 4, 0, 7, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 20, 6, 31, 0, 32, 1.000000, 25, 0.001468, 0.063565
18, 25, 2, EdgeDisjointPaths, 20, 6, 9, 0, 12, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 21, 6, 27, 0, 30, 1.000000, 25, 0.000788, 0.063923
18, 25, 2, EdgeDisjointPaths, 21, 6, 1, 0, 4, 1.000000, 25, 0.000789, 0.000000
18, 25, 2, Outerplanar, 22, 6, 25, 0, 27, 1.000000, 25, 0.000793, 0.047097
18, 25, 2, EdgeDisjointPaths, 22, 6, 3, 0, 6, 1.000000, 25, 0.000782, 0.000000
18, 25, 2, Outerplanar, 23, 6, 31, 0, 32, 1.000000, 25, 0.001588, 0.047863
18, 25, 2, EdgeDisjointPaths, 23, 6, 6, 0, 10, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 24, 6, 29, 0, 30, 1.000000, 25, 0.000799, 0.063509
18, 25, 2, EdgeDisjointPaths, 24, 6, 6, 0, 9, 1.000000, 25, 0.000797, 0.000000
18, 25, 2, Outerplanar, 25, 6, 26, 0, 28, 1.000000, 25, 0.002319, 0.048950
18, 25, 2, EdgeDisjointPaths, 25, 6, 4, 0, 6, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 26, 6, 31, 0, 32, 1.000000, 25, 0.000785, 0.063457
18, 25, 2, EdgeDisjointPaths, 26, 6, 4, 0, 8, 0.950000, 25, 0.000802, 0.000000
18, 25, 2, Outerplanar, 27, 6, 16, 0, 17, 1.000000, 25, 0.000793, 0.047152
18, 25, 2, EdgeDisjointPaths, 27, 6, 2, 0, 5, 1.000000, 25, 0.000804, 0.000000
18, 25, 2, Outerplanar, 28, 6, 31, 0, 32, 1.000000, 25, 0.001589, 0.047250
18, 25, 2, EdgeDisjointPaths, 28, 6, 3, 0, 5, 1.000000, 25, 0.000786, 0.000000
18, 25, 2, Outerplanar, 29, 6, 31, 0, 32, 1.000000, 25, 0.001031, 0.063644
18, 25, 2, EdgeDisjointPaths, 29, 6, 5, 0, 9, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 30, 6, 24, 0, 25, 1.000000, 25, 0.000794, 0.047829
18, 25, 2, EdgeDisjointPaths, 30, 6, 4, 0, 7, 1.000000, 25, 0.000794, 0.000000
18, 25, 2, Outerplanar, 31, 6, 27, 0, 30, 1.000000, 25, 0.001583, 0.047319
18, 25, 2, EdgeDisjointPaths, 31, 6, 7, 0, 11, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 32, 6, 29, 0, 31, 1.000000, 25, 0.001584, 0.047771
18, 25, 2, EdgeDisjointPaths, 32, 6, 5, 0, 8, 1.000000, 25, 0.000000, 0.000000
18, 25, 2, Outerplanar, 33, 6, 31, 0, 32, 1.000000, 25, 0.001400, 0.050949
18, 25, 2, EdgeDisjointPaths, 33, 6, 3, 0, 5, 1.000000, 25, 0.000000, 0.000000
